game,note_user
Lilly Looking Through,5.0
Lilly and Sasha Curse of the Immortals,3.5
Lilly and Sasha Guardian Angels,5.0
Lilly and Sasha Nexus of Souls,5.0
Limited Edition,5.0
Lineage II,3.5
Lineage II The Chaotic Throne,5.0
Litil Divil,5.0
Little Big Adventure 2,5.0
Little Farm,5.0
Little Inferno,2.32
Little Racers STREET,3.8
Loadout,2.7401129943502824
Loadout Campaign Beta,3.0526315789473686
Loadout Steam Launch Starter Pack,5.0
Loki,5.0
London 2012 The Official Video Game of the Olympic Games,5.0
Lone Survivor The Director's Cut,2.3157894736842106
Long Live The Queen,3.6
Loom,3.8
Lords Of The Fallen,3.1176470588235294
Lords of Magic Special Edition,5.0
Lords of the Black Sun,4.0
Lords of the Realm,5.0
Lords of the Realm II,5.0
Lords of the Realm III,5.0
Lost Horizon,4.0
Lost Lands A Hidden Object Adventure,2.75
Lost Planet 2,3.5
Lost Planet 3,2.7857142857142856
Lost Planet Extreme Condition,2.6470588235294117
Lost Planet Extreme Condition - Colonies Edition,3.5
Lost Saga North America,3.5
Love,4.0
Lovely Planet,3.5
Lovely Weather We're Having,5.0
Lucid,3.5
Lucidity,5.0
Lucius,3.2083333333333335
Lucius II,3.0
Lugaru HD ,2.75
Lumber Island - That Special Place,5.0
Lume,4.25
Lumines,5.0
Lumines Advanced Pack,5.0
Lumino City,5.0
Lunar Flight,4.0
Lunch Truck Tycoon,5.0
Luxor Evolved,5.0
Luxuria Superbia,5.0
M.U.D. TV,3.5
MASSIVE CHALICE,2.75
MDK,5.0
MDK 2,5.0
MEDIEVAL Total War - Gold Edition,4.0
METAL GEAR RISING REVENGEANCE,2.6842105263157894
METAL GEAR SOLID V GROUND ZEROES,3.142857142857143
METAL GEAR SOLID V THE PHANTOM PAIN,3.303030303030303
METAL SLUG 3,2.619047619047619
METAL SLUG DEFENSE,2.888888888888889
METAL SLUG DEFENSE - Ptolemaic Army Pack Vol.1,5.0
METAL SLUG X,5.0
MLB 2K10,5.0
MLB 2K11,5.0
MLB 2K12,3.0
MLB Front Office Manager,3.0
MURDERED SOUL SUSPECT,2.611111111111111
MURI,5.0
MX vs. ATV Reflex,1.8571428571428572
MX vs. ATV Supercross Encore,5.0
MXGP - The Official Motocross Videogame,3.5
Mabinogi,2.4
MacGuffin's Curse,3.5
Machinarium,3.088235294117647
Mad Games Tycoon,3.5
Mad Max,3.28
Madballs in...Babo Invasion,2.8
Maelstrom,5.0
Mafia,3.5
Mafia II,3.0775862068965516
Magic 2014 ,2.659090909090909
Magic 2015,2.7777777777777777
Magic Barrage - Bitferno,2.25
Magic Duels,2.7
Magic The Gathering  Duels of the Planeswalkers 2012,3.0
Magic The Gathering  Tactics,5.0
Magic The Gathering - Duels of the Planeswalkers,2.6666666666666665
Magic The Gathering - Duels of the Planeswalkers 2013,2.888888888888889
Magical Battle Festa,5.0
Magical Diary,5.0
Magicite,3.411764705882353
Magicka,2.901554404145078
Magicka 2,2.4375
Magicka Final Frontier,5.0
Magicka Frozen Lake,5.0
Magicka Holiday Spirit Item Pack ,5.0
Magicka Nippon,5.0
Magicka Party Robes,5.0
Magicka The Watchtower,5.0
Magicka Vietnam,5.0
Magicka Wizard Wars,2.634782608695652
Magicka Wizard's Survival Kit,5.0
Magicka Wizards of the Square Tablet,5.0
Magnetic By Nature,5.0
Magnifico,5.0
Magrunner Dark Pulse,5.0
Maia,3.5
Mainland,5.0
Majesty 2,3.8
Majesty 2 Battles of Ardania,5.0
Majesty 2 Collection,3.8
Majesty 2 Monster Kingdom,5.0
Majesty Gold Edition,5.0
Majesty Gold HD,5.0
Major League Baseball 2K9,5.0
Major Mayhem,3.0
Major Stryker,5.0
Make it indie!,5.0
Making History II The War of the World,5.0
Making History The Calm & The Storm,5.0
Making History The Great War,5.0
Man Alive Game,5.0
Manhole,5.0
Manhunt,5.0
Manhunter,5.0
Manyland,5.0
MapleStory,2.3333333333333335
Marble Mayhem Fragile Ball,3.5
March of War,2.823529411764706
March of the Eagles,3.8
Mare Nostrum,4.571428571428571
Marine Sharpshooter II Jungle Warfare,5.0
Mark of the Ninja,2.9295774647887325
Mark of the Ninja Special Edition DLC,5.0
Marlow Briggs,3.0
Mars Colony Challenger,5.0
Mars War Logs,3.090909090909091
Marvel Heroes 2015,2.126126126126126
Marvel Puzzle Quest,1.7777777777777777
Mass Effect,2.550724637681159
Mass Effect 2,3.017857142857143
Master Levels for DOOM II,1.75
Master Reboot,5.0
Maszyny Rolnicze 2015,5.0
Mata Hari,5.0
Math Rescue,5.0
Max Gentlemen,5.0
Max Payne,2.4375
Max Payne 2 The Fall of Max Payne,2.6666666666666665
Max Payne 3,2.7204301075268815
Max Payne 3 Season Pass,5.0
Max The Curse of Brotherhood,3.5
Max and the Magic Marker,5.0
Mayhem Intergalactic,5.0
Mays Mysteries The Secret of Dragonville,5.0
McPixel,2.8947368421052633
MechWarrior Online,1.875
Mechanic Escape,4.0
Mechanik Maszyn Rolniczych 2015,5.0
Medal of Honor Airborne,2.5
Medal of Honor Pre-Order,5.0
Medal of Honor(TM) Multiplayer,2.4
Medal of Honor(TM) Single Player,3.13953488372093
Medieval Engineers,2.933333333333333
Medieval II Total War,2.6578947368421053
Medieval II Total War Kingdoms,2.1176470588235294
Medieval Mercs,5.0
Mega Man Legacy Collection,5.0
Megabyte Punch,5.0
Melissa K. and the Heart of Gold Collector's Edition,5.0
Meltdown,5.0
Memento Mori,5.0
Memento Mori 2,5.0
Memoir '44 Online,5.0
Memoria,5.0
Memories of a Vagabond,3.6666666666666665
Men of War,2.4166666666666665
Men of War Assault Squad,2.3
Men of War Assault Squad 2,2.7222222222222223
Men of War Condemned Heroes,4.0
Men of War Red Tide,1.8571428571428572
Men of War Vietnam,3.8
Mensa Academy,5.0
Mercenary Kings,2.8
Merchants of Kaidan,3.5
Meridian New World,4.0
Meridian Video and Soundtrack,5.0
Metal Drift,5.0
Metal Gear Solid Legacy,4.4
Metal Planet,5.0
Metal Reaper Online,2.2857142857142856
Metal War Online Retribution,1.75
Metaverse Construction Kit,4.0
Metro 2033,2.8971428571428572
Metro 2033 Redux,3.210526315789474
Metro Conflict,2.6875
Metro Last Light,3.3132530120481927
Metro Last Light Redux,3.4642857142857144
Metrocide,3.5
Miasmata,3.7142857142857144
MicroVolts Surge,2.5789473684210527
Microsoft Flight,3.5
Microsoft Flight Simulator X Steam Edition,2.5714285714285716
Middle-earth Shadow of Mordor,3.3092783505154637
Midnight Club II,4.0
Midnight Mysteries 3 Devil on the Mississippi,3.5
Midnight Mysteries 4 Haunted Houdini,3.5
Midnight Mysteries Salem Witch Trials,3.5
Might & Magic Clash of Heroes,3.7142857142857144
Might & Magic Duel of Champions,2.2857142857142856
Might & Magic Duel of Champions - Christmas Alternate Art Cards Pack,5.0
Might & Magic Heroes Online,3.2857142857142856
Might & Magic Heroes VI,2.731707317073171
Might & Magic Heroes VII ,1.75
Might & Magic X - Legacy ,3.7142857142857144
Mightier,5.0
Mighty Gunvolt,5.0
Millennium - A New Hope,5.0
Millie,5.0
Mind Path to Thalamus Enhanced Edition,3.0
Mind Snares Alice's Journey,5.0
Minecraft Story Mode - A Telltale Games Series,3.7142857142857144
Miner Wars 2081,5.0
Miner Wars Arena ,5.0
Mini Metro,3.5
Mini Motor Racing EVO,5.0
Mini Ninjas,3.5
Minimon,5.0
Minimum,3.6363636363636362
Mirror's Edge,2.831932773109244
MirrorMoon EP,5.0
Miscreated,4.25
Mishap 2 An Intentional Haunting,5.0
Mishap An Accidental Haunting,5.0
Missing Translation,3.8
Mission Control NanoMech,5.0
Mitos.is The Game,3.0727272727272728
Mitsurugi Kamui Hikae,3.5
MoW Face Off M,5.0
MoW Face Off XL,3.5
Modular Combat,2.466666666666667
Monaco,2.796875
Monday Night Combat,3.4210526315789473
Monkey Island 2 Special Edition,3.6666666666666665
Monochroma,5.0
Monopoly,3.5
Monster Bash,5.0
Monster Loves You!,5.0
Monstrum ,5.0
Montague's Mount,5.0
Monuments of Mars,5.0
Moon Breakers,4.0
Moonbase Alpha,2.142857142857143
Moonrise,3.0
Moonrise Base Game + Guildmaster's Pack,5.0
Moonrise Base Game + Warden's Pack,5.0
Mordheim City of the Damned,3.5
Morphopolis,5.0
Mortal Kombat Kollection,2.6470588235294117
Mortal Kombat Komplete Edition,2.3384615384615386
Mortal Kombat Legacy - Ep. 3 Johnny Cage,5.0
Mortal Kombat Legacy - Ep. 4 Kitana & Mileena (Part 1),5.0
Mortal Kombat Legacy - Ep. 5 Kitana & Mileena (Part 2),5.0
Mortal Kombat Legacy - Ep. 6 Raiden,5.0
Mortal Kombat Legacy - Ep. 7 Scorpion and Sub-Zero (Part 1),5.0
Mortal Kombat Legacy - Ep. 8 Scorpion and Sub-Zero (Part 2),5.0
Mortal Kombat Legacy - Ep. 9 Cyrax & Sektor,5.0
Mortal Kombat Legacy II - Ep. 1 Reunited in Macau,5.0
Mortal Kombat Legacy II - Ep. 10 Liu Kang and Kung Lao,5.0
Mortal Kombat Legacy II - Ep. 2 The Fall of Liu Kang,5.0
Mortal Kombat Legacy II - Ep. 3 Kenshi's Origin,5.0
Mortal Kombat Legacy II - Ep. 4 Kenshi Encounters Ermac,5.0
Mortal Kombat Legacy II - Ep. 5 Kitana and Mileena,5.0
Mortal Kombat Legacy II - Ep. 6 Johnny Cage,5.0
Mortal Kombat Legacy II - Ep. 7 Scorpion and Sub-Zero (Part 1),5.0
Mortal Kombat Legacy II - Ep. 8 Scorpion and Sub-Zero (Part 2),5.0
Mortal Kombat Legacy II - Ep. 9 Liu Kang,5.0
Mortal Kombat X,2.4210526315789473
Mortal Online,2.6666666666666665
Mosby's Confederacy,5.0
MotoGP13,5.0
MotoGP13 2012 Top Riders,5.0
MotoGP13 Moto2 and Moto3,5.0
MotoGP14,3.5
MotoGP14 Laguna Seca Redbull US Grand Prix DLC,5.0
Motorbike,5.0
Motte Island,5.0
Mount & Blade,2.2758620689655173
Mount & Blade Warband,2.47787610619469
Mount & Blade Warband - Napoleonic Wars,5.0
Mount & Blade Warband - Viking Conquest Reforged Edition,5.0
Mount & Blade With Fire and Sword,2.727272727272727
Mount Your Friends,2.533333333333333
Mountain,2.4166666666666665
Mountain Crime Requital,5.0
Movie Studio 13 Platinum - Steam Powered,5.0
Mr. Bree+,5.0
Mr. Robot,5.0
Ms. Splosion Man,5.0
Muffin Knight,5.0
Multiwinia,3.5
Munin,5.0
Murder Miners,3.8
Musclecar Online,5.0
Mushroom 11,5.0
Mushroom Men Truffle Trouble ,5.0
Music Creator 6 Touch,5.0
Mutant Mudds Deluxe,3.5
Mutant Storm Reloaded,5.0
My Bones,5.0
My Lands,1.75
My Lands Miners Luck - Starter DLC Pack,5.0
Myst Masterpiece Edition,1.75
Myst V,5.0
Mystery Masters Psycho Train Deluxe Edition,5.0
Mystery P.I. The Lottery Ticket,3.5
Mystery P.I. The New York Fortune,5.0
Mystery PI The Vegas Heist,3.5
Mystery of Neuschwanstein,5.0
Mystic Towers,5.0
N.P.P.D. RUSH - The milk of Ultra violet,5.0
NAM,5.0
NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,3.081081081081081
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,3.8461538461538463
NASCAR '14,3.0
NASCAR '15 Paint Pack 1,5.0
NASCAR The Game 2013,5.0
NBA 2K10,5.0
NBA 2K11,5.0
NBA 2K12,3.5
NBA 2K13,4.0
NBA 2K14,3.0
NBA 2K15,3.65
NBA 2K16,2.5833333333333335
NBA 2K9,1.8571428571428572
NEED FOR MADNESS ?,3.5
NEKOPARA Vol. 0,4.0
NEKOPARA Vol. 1,3.0
NEO AQUARIUM - The King of Crustaceans -,5.0
NEO Scavenger,3.5
NEON STRUCT,5.0
NEON STRUCT Soundtrack & Artbook,5.0
NEOTOKYO,2.1333333333333333
NOBUNAGA'S AMBITION Kakushin with Power Up Kit,5.0
NOBUNAGA'S AMBITION Sphere of Influence,4.0
NOT A HERO,4.0
NS2 Combat,5.0
Nail'd,3.2
NaissanceE,5.0
Namariel Legends Iron Lord Premium Edition,5.0
Nancy Drew Alibi in Ashes,5.0
Nancy Drew Curse of Blackmoor Manor ,5.0
Nancy Drew Danger By Design,5.0
Nancy Drew Danger on Deception Island ,5.0
Nancy Drew Dossier Resorting to Danger!,5.0
Nancy Drew Ghost Dogs of Moon Lake ,5.0
Nancy Drew Ghost of Thornton Hall,5.0
Nancy Drew Last Train to Blue Moon Canyon,5.0
Nancy Drew Legend of the Crystal Skull ,5.0
"Nancy Drew Lights, Camera, Curses!",5.0
Nancy Drew Ransom of the Seven Ships ,5.0
Nancy Drew Secret of the Old Clock,5.0
Nancy Drew Secret of the Scarlet Hand ,5.0
Nancy Drew Secrets can Kill,5.0
Nancy Drew Shadow at the Water's Edge,5.0
Nancy Drew The Captive Curse,5.0
Nancy Drew The Creature of Kapu Cave,5.0
Nancy Drew The Deadly Device,3.5
Nancy Drew The Haunted Carousel,5.0
Nancy Drew The Haunting of Castle Malloy,5.0
Nancy Drew The Phantom of Venice,5.0
Nancy Drew The White Wolf of Icicle Creek,5.0
Nancy Drew Tomb of the Lost Queen,5.0
Nancy Drew Trail of the Twister,5.0
Nancy Drew Warnings at Waverly Academy,5.0
Nandeyanen!? - The 1st Stra,5.0
Naninights,5.0
Napoleon Total War,2.577777777777778
Narcissu 1st & 2nd,2.25
Narco Terror,5.0
Nation Red,2.3846153846153846
National Zombie Park,5.0
Natural Selection 2,2.3092783505154637
Natural Selection 2 - Kodiak Pack,5.0
Natural Selection 2 - Reaper Pack,5.0
Naval War Arctic Circle,5.0
Naval Warfare,5.0
Navy Field 2  Conqueror of the Ocean,2.4705882352941178
Nearwood - Collector's Edition,5.0
NecroVisioN,5.0
NecroVisioN Lost Company,5.0
Necronomicon The Dawning of Darkness,5.0
Need for Speed Hot Pursuit,3.0
Need for Speed SHIFT,2.1
Need for Speed Undercover,2.6666666666666665
Neighbours from Hell,5.0
Neighbours from Hell 2,5.0
Nether,2.6176470588235294
Nether - Believer,5.0
Nether - Chosen,5.0
Nether Arena,5.0
Nethergate Resurrection,5.0
Never Alone (Kisima Ingitchuna),1.8333333333333333
Never Alone Original Soundtrack,5.0
Neverending Nightmares,4.0
Nevermind,5.0
Neverwinter,2.4926470588235294
Neverwinter Nights 2 Platinum,2.6666666666666665
New Star Soccer 5,5.0
New kind of adventure,5.0
Next Car Game Sneak Peek 2.0,3.25
Next Car Game Wreckfest,2.6785714285714284
Nexuiz,4.25
Nexuiz Beta,5.0
Nexuiz STUPID Mode,5.0
Nexus The Jupiter Incident,4.0
NiGHTS into Dreams...,3.0
Nidhogg,3.1875
Night Mysteries The Amphora Prisoner,5.0
NightShift Code,5.0
NightSky,3.2
Nightbanes,3.0
Nightmares from the Deep 2 The Siren`s Call,4.0
Nightmares from the Deep 3 Davy Jones,5.0
Nightmares from the Deep The Cursed Heart,4.0
Nightside,5.0
Nihilumbra,4.25
Nikopol Secrets of the Immortals,5.0
Nimble Quest,3.5
Nimble Writer,5.0
Nimbus,3.0
Ninja Guy,5.0
Ninja Reflex Steamworks Edition,3.5
No More Room in Hell,2.8347826086956522
No Time To Explain Remastered,3.0
No Time to Explain,4.0
Nobunaga's Ambition Souzou with Power Up Kit,4.0
Noir Syndrome,3.5
Nom Nom Galaxy,5.0
Nomad,5.0
Nosferatu The Wrath of Malachi,2.4545454545454546
Nosgoth,2.4444444444444446
Nostradamus The Last Prophecy,5.0
Not The Robots,4.0
NotGTAV,3.2
Nuclear Dawn,2.4166666666666665
Nuclear Throne,2.090909090909091
Numba Deluxe,5.0
Numen Contest of Heroes,5.0
Nux,3.5
Nyctophilia,5.0
NyxQuest,3.5
O.R.B.,5.0
OCEAN CITY RACING,5.0
OH! RPG!,5.0
OMSI 2,3.2
OMSI 2 Add-on Three Generations,5.0
ONE PIECE PIRATE WARRIORS 3,4.0
ORION Prelude,3.0
OTTTD,5.0
Obludia,5.0
Obscure,5.0
Obscure 2,5.0
Obulis,3.5
Oceanhorn Monster of Uncharted Seas,5.0
Octodad Dadliest Catch,2.8333333333333335
Octodad Free Avatar,5.0
Oddworld Abe's Exoddus,3.0
Oddworld Abe's Oddysee,2.533333333333333
Oddworld Munch's Oddysee,3.5
Oddworld New 'n' Tasty,3.5
Oddworld Stranger's Wrath HD,2.5555555555555554
Odyssey Reborn,5.0
Of Guards And Thieves,5.0
Of Orcs And Men,2.3333333333333335
Off-Road Drive,5.0
Offspring Fling!,3.0
Offworld Trading Company,3.5
Oh...Sir!,5.0
Ohm Studio,5.0
Oil Rush,2.5555555555555554
Oknytt,5.0
OlliOlli,3.5
Omegalodon,5.0
Omerta - City of Gangsters,2.411764705882353
Omerta - City of Gangsters The Bulgarian Colossus,5.0
Omerta - Damsel in Distress,5.0
Omerta - The Con Artist,5.0
Omerta - The Japanese Incentive,5.0
"On the Rain-Slick Precipice of Darkness, Episode One",2.4
"On the Rain-Slick Precipice of Darkness, Episode Two",3.5
"Once Bitten, Twice Dead",5.0
One Day For Ched,5.0
One Finger Death Punch,2.8636363636363638
One Late Night Deadline,5.0
One Manga Day,4.0
One Night,5.0
One Way Heroics,1.8
One Way To Die Steam Edition,5.0
Oniken,5.0
Onikira Demon Killer,5.0
Onimusha 3 Demon Siege,5.0
Only If,2.5833333333333335
Oozi Earth Adventure,5.0
Operation Flashpoint Dragon Rising,2.235294117647059
Operation Flashpoint Red River,3.3333333333333335
Operation Z,5.0
Orbital Gear,2.75
Orborun,3.5
Orcs Must Die!,2.9516129032258065
Orcs Must Die! 2,2.734042553191489
Order of War,2.533333333333333
Order of War Challenge,5.0
Organ Trail Director's Cut,3.076923076923077
Organic Panic,5.0
Ori and the Blind Forest,3.0
Ori and the Blind Forest (Original Soundtrack),5.0
Original War,5.0
Oscura Lost Light,5.0
Osmos,2.590909090909091
Our Darker Purpose,5.0
Our Love Will Grow,5.0
Out There  Edition,4.0
Out There Somewhere,2.5
Out of the Park Baseball 14,5.0
Out of the Park Baseball 15,1.75
Out of the Park Baseball 16,3.5
OutRun 2006 Coast 2 Coast,5.0
Outcast 1.1,3.5
Outland,3.5
Outlast,3.0704225352112675
Outlast Whistleblower DLC,5.0
Over 9000 Zombies!,3.5
Over The Void,5.0
Over the Dream,5.0
Overcast - Walden and the Werewolf,4.0
Overcast - Walden and the Werewolf - Soundtrack,5.0
Overgrowth,4.4
Overlord,2.4545454545454546
Overlord Fellowship of Evil,5.0
Overlord II,2.6206896551724137
Overlord Raising Hell,3.0
Overruled!,5.0
Overture,3.5
PAC-MAN Championship Edition DX+,2.6153846153846154
PARTICLE MACE,2.75
PAYDAY 2,2.7025641025641027
PAYDAY The Heist,2.8366336633663365
PAYDAY The Heist Game Soundtrack,5.0
PAYDAY The Web Series - Episode 1,3.0
PAYDAY Wolf Pack,5.0
PC Gamer,3.5
POSTAL,2.5555555555555554
POSTAL 2,2.9
POSTAL 2 Paradise Lost,5.0
PROTOTYPE 2,2.64
PT Boats Knights of the Sea,5.0
PT Boats South Gambit,5.0
Pacific Storm,5.0
Pacific Storm Allies,5.0
Paganitzu,5.0
Pahelika Secret Legends,5.0
Painkiller Black Edition,3.0
Painkiller Gold Edition,5.0
Painkiller Hell & Damnation,3.6
Painkiller Hell & Damnation - The Clock Strikes Meat Night,5.0
Painkiller Hell & Damnation Beta,5.0
Painkiller Overdose,4.25
Painkiller Recurring Evil,3.5
Painkiller Redemption,3.5
Painkiller Resurrection,5.0
Paint the Town Red,3.5
Pajama Sam in No Need to Hide When It's Dark Outside,5.0
Pandora Eclipse of Nashira,5.0
Pandora First Contact,3.5
Pandora Saga Weapons of Balance,5.0
Panzar,3.3529411764705883
Panzer Corps,3.5
Panzer Elite Action Fields of Glory,5.0
Panzer Tactics HD,5.0
Paper Sorcerer,5.0
"Papers, Please",3.027027027027027
Papo & Yo,3.0
Papo & Yo Soundtrack,5.0
Paranautical Activity Deluxe Atonement Edition,5.0
Paranormal State Poison Spring Collector's Edition,3.5
Parcel,5.0
Parkan 2,5.0
Particula,3.5
Particulars,5.0
Party Hard,5.0
Party of Sin,3.5
Passing Pineview Forest,4.4
Pat & Mat,3.5
Patch testing for Chivalry,2.4545454545454546
Path of Exile,2.3664921465968587
Patrician III,5.0
Patrician IV Rise of a Dynasty,4.0
Patrician IV Steam Special Edition,2.7142857142857144
Peggle Deluxe,2.6153846153846154
Peggle Extreme,1.8
Peggle Nights,3.142857142857143
Penguins Arena Sedna's World,4.25
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,3.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,3.5
Penumbra Black Plague,3.5
Penumbra Necrologue,5.0
Penumbra Overture,2.411764705882353
Penumbra Requiem,3.5
PeriAreion,5.0
Perimeter 2 New Earth,5.0
Perpetuum,1.75
Petz Horsez 2,5.0
PewDiePie Legend of the Brofist,5.0
Phantom Breaker Battle Grounds,1.8333333333333333
Phantom Breaker Battle Grounds - Kurisu Makise + Level 99 Pack,5.0
Pharaoh's Tomb,5.0
Phoenix Force,4.0
Pid ,2.7333333333333334
Pier Solar - The Definitive Original Soundtrack,5.0
Pier Solar and the Great Architects,5.0
Piercing Blow,2.1
Pillars of Eternity,3.2439024390243905
Pilot Crusader,5.0
Pinball Arcade,2.5
Pinball FX2,1.8181818181818181
Pinball FX2 - Balls of Glory Pinball,5.0
Pinball FX2 - Captain America Table,5.0
Pinball FX2 - Civil War Table,5.0
Pinball FX2 - Core pack,5.0
Pinball FX2 - Doctor Strange Table,5.0
Pinball FX2 - Earth Defense Table,5.0
Pinball FX2 - Epic Quest Table,5.0
Pinball FX2 - Excalibur Table,5.0
Pinball FX2 - Mars Table,5.0
Pinball FX2 - Marvel Pinball Avengers Chronicles pack,5.0
Pinball FX2 - Marvel Pinball Original Pack,5.0
Pinball FX2 - Marvel's Ant-Man,5.0
Pinball FX2 - Paranormal Table,5.0
Pinball FX2 - Portal  Pinball,5.0
Pinball FX2 - Star Wars Pack,5.0
Pinball FX2 - Star Wars Pinball Balance of the Force Pack,5.0
Pinball FX2 - Star Wars Pinball Heroes Within Pack,5.0
Pinball FX2 - Super League - Zen Studios F.C. Table,5.0
Pinball FX2 - The Walking Dead Table,5.0
Pinball FX2 - Zen Classics Pack,5.0
Pineview Drive,5.0
Pink Heaven,3.0
Pink Hour,5.0
Pirates of Black Cove,5.0
Pirates of Black Cove Gold,4.0
Pirates vs Corsairs Davy Jones's Gold,5.0
Pirates! Gold Plus (Classic),5.0
"Pirates, Vikings, & Knights II",2.3333333333333335
Pitiri 1977,5.0
Pixel Boy and the Ever Expanding Dungeon,5.0
Pixel Heroes Byte & Magic,5.0
Pixel Hunter,5.0
Pixel Piracy,2.730769230769231
Pixel Puzzles 2 Anime,5.0
Pixel Puzzles 2 Birds,5.0
Pixel Puzzles Japan,3.875
Pixel Puzzles UndeadZ,5.0
Pixel Space,5.0
Pixel Survivors,5.0
PixelJunk Eden,3.875
PixelJunk Monsters Ultimate,3.2857142857142856
PixelJunk Shooter,3.8
PixelJunk Shooter Ultimate,5.0
Pizza Frenzy,5.0
Plague Inc Evolved,3.2
Plain Sight,3.1666666666666665
Planet Explorers,2.4166666666666665
Planet Stronghold,5.0
Planet of the Eyes,5.0
PlanetSide 2,2.3857142857142857
Planetary Annihilation,2.515151515151515
Planetary Annihilation - Digital Deluxe Bundle,5.0
Planetary Annihilation - Original Soundtrack,5.0
Planetary Annihilation TITANS,3.909090909090909
Planetbase,3.0
Planets Under Attack,5.0
Planetside 2 Elite Soldier Bundle,5.0
Planetside 2 First Recruit Bundle,5.0
Plants vs. Zombies Game of the Year,2.607142857142857
Platformines,5.0
Platypus,3.5
Platypus II,5.0
"Please, Dont Touch Anything",3.5
Plug & Play,5.0
Point Perfect,5.0
Poker Night 2,2.75
Poker Night at the Inventory,2.6363636363636362
Polarity,2.3846153846153846
Poly Bridge,3.5
Pongo,5.0
Poof,5.0
Pool Nation,3.1
Pool Nation - Flair Pack ,5.0
Pool Nation FX,3.0
Port Royale 2,3.5
Port Royale 3,2.090909090909091
Port of Call,5.0
Portal,2.988009592326139
Portal 2,2.905077262693157
Portal 2 - The Final Hours,1.875
Portal 2 Sixense MotionPack,5.0
Portal 2 Sixense Perceptual Pack,5.0
Portal Stories Mel,3.0833333333333335
Portal of Evil Stolen Runes Collector's Edition,5.0
Post Apocalyptic Mayhem,2.4545454545454546
Post Apocalyptic Mayhem DLC 2 Chaos Pack,5.0
Post Master ,5.0
Post Mortem,5.0
Postal 3,3.0
Postmortem one must die (Extended Cut),5.0
Potatoman Seeks the Troof,5.0
Pound of Ground,5.0
Power-Up,3.5
Pox Nora,3.5
Praetorians,3.5
Pre-Civilization Marble Age,5.0
Pressure,5.0
Pressured,3.0
Pretentious Game,5.0
Pretty Girls Mahjong Solitaire,5.0
Prey,4.25
Pride of Nations,5.0
Primal Carnage,2.380952380952381
Primal Carnage Extinction,2.2857142857142856
Primal Fears,5.0
Prime World,1.75
Prime World Defenders,3.2
Primordia,4.0
Prince of Persia,3.8
Prince of Persia The Forgotten Sands,4.142857142857143
Prince of Persia The Sands of Time,2.2666666666666666
Prince of Persia The Two Thrones,3.0
Prince of Persia Warrior Within,4.0
Princess Isabella,5.0
Prison Architect,2.8979591836734695
Prison Tycoon 3 Lockdown,5.0
Pro Cycling Manager 2013,3.0
Pro Cycling Manager 2014,3.5
Pro Cycling Manager 2015,4.0
Pro Cycling Manager Season 2008,5.0
Pro Cycling Manager Season 2009,5.0
Pro Evolution Soccer 2013,5.0
Pro Evolution Soccer 2013 DP DLC,5.0
Pro Evolution Soccer 2014,3.0
Pro Evolution Soccer 2014 Online Pass,5.0
Pro Evolution Soccer 2014 World Challenge DLC,5.0
Pro Evolution Soccer 2015,2.9166666666666665
Pro Evolution Soccer 2016,5.0
Pro Rugby Manager 2015,5.0
Probably Archery,5.0
Professional Farmer 2014,2.2222222222222223
Professional Farmer 2014 - America DLC,5.0
Project AURA,5.0
Project Aftermath,5.0
Project CARS,3.25
Project CARS - Audi Ruapuna Speedway Expansion Pack,5.0
Project CARS - Modified Car Pack ,5.0
Project CARS - Old Vs New Car Pack,5.0
Project Explore,3.5
Project Root,5.0
Project Snowblind,3.5
Project Temporality,5.0
Project Zomboid,2.6216216216216215
Prophour23,5.0
Proteus,3.0
Proto Raider,5.0
ProtoGalaxy,5.0
Protocol,5.0
Prototype,3.0
Prototype 2 RADNET Access Pack,5.0
Psichodelya,5.0
Psycho Starship Rampage,5.0
Psychonauts,2.7142857142857144
Psychonauts Demo,5.0
Puddle,3.5
Pulstar,5.0
Pulut Adventure,5.0
Putt-Putt Enters the Race,5.0
Putt-Putt Goes to the Moon,5.0
Putt-Putt Joins the Circus,5.0
Putt-Putt Joins the Parade,5.0
Putt-Putt Pep's Birthday Surprise,5.0
Putt-Putt Saves the Zoo,5.0
Putt-Putt Travels Through Time,5.0
Putt-Putt and Fatty Bear's Activity Pack,5.0
Putt-Putt and Pep's Balloon-o-Rama,5.0
Putt-Putt and Pep's Dog on a Stick,5.0
Puzzle Agent,3.8
Puzzle Agent 2,4.0
Puzzle Bots,5.0
Puzzle Chronicles,5.0
Puzzle Dimension,5.0
Puzzle Kingdoms,5.0
Puzzle Pirates,3.5
Puzzle Quest,3.2857142857142856
Puzzle Quest 2,5.0
Puzzle Quest Galactrix,5.0
Puzzle Station 15th Anniversary Retro Release,5.0
Puzzler World 2,5.0
Pyramid Raid,4.0
Pyroblazer,5.0
Q.U.B.E Director's Cut,2.4
Q.U.B.E.,3.0
QUALIA 3 Multi Agent,5.0
Qora,5.0
Quake,3.5
Quake 4,1.75
Quake II,3.5
Quake II Ground Zero,5.0
Quake II The Reckoning,5.0
Quake III Arena,2.2857142857142856
